key_path,value,namespace,section,duplicate_count,classification,phase_a_remappable,proposed_new_key
sections.header.settings.nether_compare_drawer_style.label,Compare drawer style,sections,header,1,Section-specific,no,
sections.header.settings.nether_compare_drawer_width.label,Drawer width,sections,header,4,Merge Candidate,no,
sections.header.settings.nether_compare_enable_overlay.label,Enable drawer overlay,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_compare_mobile.label,Enable on mobile,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_compare_page_url.info,"Create a page using the page.compare template, then select it here.",sections,header,1,Section-specific,no,
sections.header.settings.nether_compare_page_url.label,Compare page,sections,header,1,Section-specific,no,
sections.header.settings.nether_compare_tablet.label,Enable on tablet,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_drawer_contact_email.label,Contact email,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_contact_phone.label,Contact phone,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_contact_text.label,Contact text,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_desktop.label,Enable on desktop,sections,header,7,Merge Candidate,no,
sections.header.settings.nether_drawer_enable_contact.label,Enable contact information,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_enable_overlay.label,Enable overlay,sections,header,3,Merge Candidate,no,
sections.header.settings.nether_drawer_enable_secondary_menu.label,Enable secondary menu,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_enable_social.label,Enable social icons,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_mobile.label,Enable on mobile,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_drawer_position.label,Drawer position,sections,header,1,Section-specific,no,
sections.header.settings.nether_drawer_secondary_menu.info,Enter a navigation menu handle (Online Store → Navigation). Only one menu picker is allowed in Header settings because this section supports app blocks.,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_drawer_secondary_menu.label,Secondary menu,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_drawer_tablet.label,Enable on tablet,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_drawer_width.label,Drawer width,sections,header,4,Merge Candidate,no,
sections.header.settings.nether_enable_auto_hide.info,Hides the header when scrolling down and reveals it when scrolling up.,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_auto_hide.label,Auto hide on scroll,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_compare.info,"Loads the Premium Compare drawer, count, attribute table, and persistence shell. Pair with Show compare.",sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_compare.label,Enable compare framework,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_glass.info,Requires transparent header. Applies glass styling when the header becomes solid on scroll.,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_glass.label,Glass effect on scroll,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_mega_menu.info,Replaces the Dawn mega menu with the Nether premium mega menu framework when desktop menu type is set to Mega menu.,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_mega_menu.label,Enable premium mega menu,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_mobile_drawer.info,"Premium mobile navigation drawer with overlay, animations, and footer utilities.",sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_mobile_drawer.label,Enable mobile drawer,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_quick_view.info,Loads the Premium Quick View modal and commerce shell. Enable card triggers on collection and product showcase sections.,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_quick_view.label,Enable quick view framework,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_search_drawer.info,Replaces the Dawn search modal with the Nether premium search drawer.,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_search_drawer.label,Enable search drawer,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_shrink.label,Enable header shrink,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_sticky.label,Enable sticky header,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_transparent.label,Transparent header,sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_wishlist.info,"Loads the Premium Wishlist drawer, count, and persistence shell. Pair with Show wishlist.",sections,header,1,Section-specific,no,
sections.header.settings.nether_enable_wishlist.label,Enable wishlist framework,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_behavior.content,Nether header behavior,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_border.label,Border style,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_border.options__2.label,Subtle,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_framework.content,Nether header framework,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_gap.label,Navigation gap,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_height.label,Header height,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_layout.info,Standard layout uses the logo position setting below.,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_layout.label,Header layout,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_layout.options__2.label,Center logo,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_layout.options__3.label,Left logo,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_layout.options__4.label,Split navigation,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_shadow.options__2.label,Extra small,sections,header,1,Section-specific,no,
sections.header.settings.nether_header_spacing.label,Header spacing,sections,header,1,Section-specific,no,
sections.header.settings.nether_logo_width.info,Set to 0 to use the logo width from theme settings.,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_column_count.info,Used when layout type is Auto to cap the column count.,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_column_count.label,Maximum columns,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_desktop.label,Enable on desktop,sections,header,7,Merge Candidate,no,
sections.header.settings.nether_mega_enable_collection_cards.label,Enable collection cards,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_enable_featured_products.label,Enable featured products,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_enable_footer.label,Enable footer area,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_enable_images.label,Enable images,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_enable_overlay.label,Enable overlay,sections,header,3,Merge Candidate,no,
sections.header.settings.nether_mega_enable_promotion.label,Enable promotion card,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_enable_secondary_nav.label,Enable secondary navigation,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_footer_link.label,Footer link,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_footer_link_label.label,Footer link label,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_footer_text.label,Footer text,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_layout_type.label,Layout type,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_menu.content,Nether premium mega menu,sections,header,1,Section-specific,no,
sections.header.settings.nether_mega_secondary_menu.info,Enter a navigation menu handle (Online Store → Navigation). Only one menu picker is allowed in Header settings because this section supports app blocks.,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_mega_secondary_menu.label,Secondary menu,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_mega_tablet.label,Enable on tablet,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_mobile_drawer.content,Nether mobile navigation drawer,sections,header,1,Section-specific,no,
sections.header.settings.nether_mobile_layout.options__3.label,Icons only,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view.content,Nether quick view,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_desktop.label,Enable on desktop,sections,header,7,Merge Candidate,no,
sections.header.settings.nether_quick_view_enable_glass.label,Enable glass modal panel,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_enable_overlay.label,Enable modal overlay,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_gallery_layout.label,Gallery layout,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_gallery_layout.options__2.label,Media focus,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_highlights.label,Highlights content,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_info_layout.label,Information layout,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_mobile.label,Enable on mobile,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_quick_view_modal_style.label,Modal style,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_modal_width.label,Modal width,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_show_compare.label,Show compare in quick view,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_show_highlights.label,Show highlights,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_show_quick_actions.label,Show quick actions,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_show_share.label,Show share,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_show_trust.label,Show trust area,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_show_wishlist.label,Show wishlist in quick view,sections,header,1,Section-specific,no,
sections.header.settings.nether_quick_view_tablet.label,Enable on tablet,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_scroll_threshold.info,Distance from the top of the page before scroll behaviors activate.,sections,header,1,Section-specific,no,
sections.header.settings.nether_scroll_threshold.label,Scroll threshold,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_desktop.label,Enable on desktop,sections,header,7,Merge Candidate,no,
sections.header.settings.nether_search_drawer.content,Nether search drawer,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_drawer_width.label,Drawer width,sections,header,4,Merge Candidate,no,
sections.header.settings.nether_search_enable_articles.label,Enable articles,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_enable_collections.label,Enable collections,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_enable_overlay.label,Enable overlay,sections,header,3,Merge Candidate,no,
sections.header.settings.nether_search_enable_pages.label,Enable pages,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_max_results.label,Maximum results,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_mobile.label,Enable on mobile,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_search_placeholder.info,Shows a non-interactive search icon when the search drawer is disabled.,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_placeholder.label,Search icon placeholder,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_predictive.label,Enable predictive search,sections,header,1,Section-specific,no,
sections.header.settings.nether_search_show_footer.label,Show search footer,sections,header,1,Section-specific,no,
sections.header.settings.nether_show_compare_placeholder.label,Show compare,sections,header,1,Section-specific,no,
sections.header.settings.nether_show_wishlist_placeholder.label,Show wishlist,sections,header,1,Section-specific,no,
sections.header.settings.nether_shrink_height.label,Shrink height,sections,header,1,Section-specific,no,
sections.header.settings.nether_wishlist.content,Nether wishlist,sections,header,1,Section-specific,no,
sections.header.settings.nether_wishlist_button_style.label,Wishlist button style,sections,header,1,Section-specific,no,
sections.header.settings.nether_wishlist_button_style.options__3.label,Outlined,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_wishlist_desktop.label,Enable on desktop,sections,header,7,Merge Candidate,no,
sections.header.settings.nether_wishlist_drawer_style.label,Wishlist drawer style,sections,header,1,Section-specific,no,
sections.header.settings.nether_wishlist_drawer_width.label,Drawer width,sections,header,4,Merge Candidate,no,
sections.header.settings.nether_wishlist_enable_overlay.label,Enable drawer overlay,sections,header,2,Merge Candidate,no,
sections.header.settings.nether_wishlist_mobile.label,Enable on mobile,sections,header,6,Merge Candidate,no,
sections.header.settings.nether_wishlist_page_url.info,"Create a page using the page.wishlist template, then select it here.",sections,header,1,Section-specific,no,
sections.header.settings.nether_wishlist_page_url.label,Wishlist page,sections,header,1,Section-specific,no,
sections.header.settings.nether_wishlist_tablet.label,Enable on tablet,sections,header,6,Merge Candidate,no,
sections.header.settings.show_line_separator.label,Separator line,sections,header,1,Section-specific,no,
sections.header.settings.sticky_header_type.label,Sticky header,sections,header,1,Section-specific,no,
sections.header.settings.sticky_header_type.options__2.label,On scroll up,sections,header,1,Section-specific,no,
sections.header.settings.sticky_header_type.options__3.label,Always,sections,header,1,Section-specific,no,
sections.header.settings.sticky_header_type.options__4.label,"Always, reduce logo size",sections,header,1,Section-specific,no,
sections.image-banner.blocks.buttons.name,Buttons,sections,image-banner,7,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.buttons.settings.button_label_1.default,Button label,sections,image-banner,9,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.buttons.settings.button_label_1.info,Leave blank to hide,sections,image-banner,8,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.buttons.settings.button_label_2.default,Button label,sections,image-banner,9,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.buttons.settings.button_label_2.info,Leave blank to hide,sections,image-banner,8,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.buttons.settings.header_1.content,Button 1,sections,image-banner,2,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.buttons.settings.header_2.content,Button 2,sections,image-banner,2,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.heading.name,Heading,sections,image-banner,18,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.heading.settings.heading.default,Image banner,sections,image-banner,3,Merge Candidate,no,
sections.image-banner.blocks.text.name,Text,sections,image-banner,20,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.blocks.text.settings.text.default,Give customers details about the banner image(s) or content on the template.,sections,image-banner,1,Section-specific,no,
sections.image-banner.name,Image banner,sections,image-banner,3,Merge Candidate,no,
sections.image-banner.presets.name,Image banner,sections,image-banner,3,Merge Candidate,no,
sections.image-banner.settings.content.content,Content,sections,image-banner,13,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.settings.image.label,Image 1,sections,image-banner,1,Section-specific,no,
sections.image-banner.settings.image_2.label,Image 2,sections,image-banner,1,Section-specific,no,
sections.image-banner.settings.mobile.content,Mobile layout,sections,image-banner,8,Shared (excluded — merchant/content/info/preset),no,
sections.image-banner.settings.stack_images_on_mobile.label,Stack images,sections,image-banner,1,Section-specific,no,
sections.image-with-text.blocks.button.name,Button,sections,image-with-text,4,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.button.settings.button_label.default,Button label,sections,image-with-text,9,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.button.settings.button_label.info,Leave blank to hide,sections,image-with-text,8,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.caption.name,Caption,sections,image-with-text,5,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.caption.settings.text.default,Add a tagline,sections,image-with-text,2,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.heading.name,Heading,sections,image-with-text,18,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.heading.settings.heading.default,Image with text,sections,image-with-text,4,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.text.name,Text,sections,image-with-text,20,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.blocks.text.settings.text.default,"<p>Pair text with an image to focus on your chosen product, collection, or blog post. Add details on availability, style, or even provide a review.</p>",sections,image-with-text,3,Merge Candidate,no,
sections.image-with-text.name,Image with text,sections,image-with-text,4,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.presets.name,Image with text,sections,image-with-text,4,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.settings.content_layout.options__1.label,No overlap,sections,image-with-text,1,Section-specific,no,
sections.image-with-text.settings.content_layout.options__2.label,Overlap,sections,image-with-text,1,Section-specific,no,
sections.image-with-text.settings.header.content,Content,sections,image-with-text,13,Shared (excluded — merchant/content/info/preset),no,
sections.image-with-text.settings.header_colors.content,Colors,sections,image-with-text,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-account.name,Account,sections,main-account,1,Section-specific,no,
sections.main-activate-account.name,Account activation,sections,main-activate-account,1,Section-specific,no,
sections.main-addresses.name,Addresses,sections,main-addresses,1,Section-specific,no,
sections.main-article.blocks.content.name,Content,sections,main-article,13,Shared (excluded — merchant/content/info/preset),no,
sections.main-article.blocks.featured_image.name,Featured image,sections,main-article,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-article.blocks.share.name,Share,sections,main-article,6,Shared (excluded — merchant/content/info/preset),no,
sections.main-article.blocks.share.settings.text.default,Share,sections,main-article,6,Shared (excluded — merchant/content/info/preset),no,
sections.main-article.blocks.title.name,Title,sections,main-article,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-article.name,Blog post,sections,main-article,1,Section-specific,no,
sections.main-blog.name,Blog posts,sections,main-blog,4,Shared (excluded — merchant/content/info/preset),no,
sections.main-cart-footer.blocks.buttons.name,Checkout button,sections,main-cart-footer,1,Section-specific,no,
sections.main-cart-footer.blocks.subtotal.name,Subtotal price,sections,main-cart-footer,1,Section-specific,no,
sections.main-cart-footer.name,Subtotal,sections,main-cart-footer,1,Section-specific,no,
sections.main-cart-items.name,Items,sections,main-cart-items,1,Section-specific,no,
sections.main-collection-banner.name,Collection banner,sections,main-collection-banner,1,Section-specific,no,
sections.main-collection-banner.settings.paragraph.content,Collection details are [managed in your admin](https://help.shopify.com/manual/products/collections/collection-layout),sections,main-collection-banner,1,Section-specific,no,
sections.main-collection-product-grid.name,Product grid,sections,main-collection-product-grid,1,Section-specific,no,
sections.main-collection-product-grid.settings.columns_mobile.options__1.label,1,sections,main-collection-product-grid,9,Section-specific (literal),no,
sections.main-collection-product-grid.settings.columns_mobile.options__2.label,2,sections,main-collection-product-grid,9,Section-specific (literal),no,
sections.main-collection-product-grid.settings.enable_filtering.info,Customize filters with the [Search & Discovery app](https://help.shopify.com/manual/online-store/search-and-discovery/filters),sections,main-collection-product-grid,1,Section-specific,no,
sections.main-collection-product-grid.settings.enable_filtering.label,Filters,sections,main-collection-product-grid,1,Section-specific,no,
sections.main-collection-product-grid.settings.enable_sorting.label,Sorting,sections,main-collection-product-grid,1,Section-specific,no,
sections.main-collection-product-grid.settings.filter_type.label,Filter layout,sections,main-collection-product-grid,1,Section-specific,no,
sections.main-collection-product-grid.settings.header__1.content,Filtering and sorting,sections,main-collection-product-grid,1,Section-specific,no,
sections.main-collection-product-grid.settings.header__3.content,Product card,sections,main-collection-product-grid,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-collection-product-grid.settings.quick_add.options.option_1,None,sections,main-collection-product-grid,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-collection-product-grid.settings.quick_add.options.option_2,Standard,sections,main-collection-product-grid,6,Shared (excluded — merchant/content/info/preset),no,
sections.main-collection-product-grid.settings.quick_add.options.option_3,Bulk,sections,main-collection-product-grid,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-collection-product-grid.settings.show_rating.info,An app is required for product ratings. [Learn more](https://help.shopify.com/manual/online-store/themes/theme-structure/page-types/collection-pages#product-grid-show-product-rating),sections,main-collection-product-grid,1,Section-specific,no,
sections.main-list-collections.name,Collections list page,sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.columns_mobile.options__1.label,1,sections,main-list-collections,9,Section-specific (literal),no,
sections.main-list-collections.settings.columns_mobile.options__2.label,2,sections,main-list-collections,9,Section-specific (literal),no,
sections.main-list-collections.settings.sort.label,Sort collections,sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.sort.options__1.label,"Alphabetically, A-Z",sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.sort.options__2.label,"Alphabetically, Z-A",sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.sort.options__3.label,"Date, new to old",sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.sort.options__4.label,"Date, old to new",sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.sort.options__5.label,"Product count, high to low",sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.sort.options__6.label,"Product count, low to high",sections,main-list-collections,1,Section-specific,no,
sections.main-list-collections.settings.title.default,Collections,sections,main-list-collections,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-login.name,Login,sections,main-login,1,Section-specific,no,
sections.main-login.shop_login_button.enable,Enable Sign in with Shop,sections,main-login,1,Section-specific,no,
sections.main-order.name,Order,sections,main-order,1,Section-specific,no,
sections.main-page.name,Page,sections,main-page,6,Shared (excluded — merchant/content/info/preset),no,
sections.main-password-footer.name,Password footer,sections,main-password-footer,1,Section-specific,no,
sections.main-password-header.name,Password header,sections,main-password-header,1,Section-specific,no,
sections.main-password-header.settings.logo_help.content,Edit your logo in [theme settings](/editor?context=theme&category=logo),sections,main-password-header,2,Merge Candidate,no,
sections.main-product.blocks.buy_buttons.name,Buy buttons,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.buy_buttons.settings.show_dynamic_checkout.info,Customers will see their preferred payment option. [Learn more](https://help.shopify.com/manual/using-themes/change-the-layout/dynamic-checkout),sections,main-product,2,Merge Candidate,no,
sections.main-product.blocks.buy_buttons.settings.show_gift_card_recipient.info,Customers can add a personal message and schedule the send date. [Learn more](https://help.shopify.com/manual/online-store/themes/customizing-themes/add-gift-card-recipient-fields),sections,main-product,1,Section-specific,no,
sections.main-product.blocks.buy_buttons.settings.show_gift_card_recipient.label, Gift card sending options,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.collapsible_tab.name,Collapsible row,sections,main-product,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.collapsible_tab.settings.heading.default,Collapsible row,sections,main-product,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.name,Complementary products,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.settings.heading.default,Pairs well with,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.complementary_products.settings.icon.info,Shown when collapsible row is selected,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.complementary_products.settings.image_ratio.options.option_1,Portrait,sections,main-product,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.settings.image_ratio.options.option_2,Square,sections,main-product,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.settings.pagination_style.options.option_1,Dots,sections,main-product,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.settings.pagination_style.options.option_2,Counter,sections,main-product,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.settings.pagination_style.options.option_3,Numbers,sections,main-product,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.complementary_products.settings.paragraph.content,Manage complementary products in the [Search & Discovery app](https://help.shopify.com/manual/online-store/search-and-discovery/product-recommendations),sections,main-product,1,Section-specific,no,
sections.main-product.blocks.complementary_products.settings.product_card.heading,Product card,sections,main-product,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.description.name,Description,sections,main-product,4,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.icon_with_text.name,Icon with text,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.icon_with_text.settings.heading.info,Leave blank to hide this pairing,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.icon_with_text.settings.heading_1.default,Heading,sections,main-product,18,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.icon_with_text.settings.heading_2.default,Heading,sections,main-product,18,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.icon_with_text.settings.heading_3.default,Heading,sections,main-product,18,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.icon_with_text.settings.pairing_1.info,Choose an icon or add an image for each pairing,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.icon_with_text.settings.pairing_1.label,Pairing 1,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.icon_with_text.settings.pairing_2.label,Pairing 2,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.icon_with_text.settings.pairing_3.label,Pairing 3,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.inventory.name,Inventory status,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.inventory.settings.inventory_threshold.label,Low inventory threshold,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.inventory.settings.show_inventory_quantity.label,Inventory count,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.popup.name,Pop-up,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.popup.settings.link_label.default,Pop-up link text,sections,main-product,1,Section-specific,no,
sections.main-product.blocks.price.name,Price,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.quantity_selector.name,Quantity selector,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.rating.name,Product rating,sections,main-product,3,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.rating.settings.paragraph.content,An app is required for product ratings. [Learn more](https://help.shopify.com/manual/online-store/themes/theme-structure/page-types/product-pages#product-rating-block),sections,main-product,1,Section-specific,no,
sections.main-product.blocks.share.name,Share,sections,main-product,6,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.share.settings.text.default,Share,sections,main-product,6,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.sku.name,SKU,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.text.name,Text,sections,main-product,20,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.text.settings.text.default,Text block,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.title.name,Title,sections,main-product,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.variant_picker.name,Variant picker,sections,main-product,2,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.blocks.variant_picker.settings.swatch_shape.info,Learn more about [swatches](https://help.shopify.com/en/manual/online-store/themes/theme-structure/theme-settings#options-with-swatches) on product options,sections,main-product,2,Merge Candidate,no,
sections.main-product.name,Product information,sections,main-product,1,Section-specific,no,
sections.main-product.settings.constrain_to_viewport.label,Constrain to screen height,sections,main-product,1,Section-specific,no,
sections.main-product.settings.enable_sticky_info.label,Sticky content,sections,main-product,1,Section-specific,no,
sections.main-product.settings.gallery_layout.options__3.label,Thumbnails,sections,main-product,1,Section-specific,no,
sections.main-product.settings.gallery_layout.options__4.label,Thumbnail carousel,sections,main-product,1,Section-specific,no,
sections.main-product.settings.header.content,Media,sections,main-product,8,Shared (excluded — merchant/content/info/preset),no,
sections.main-product.settings.hide_variants.label,Hide other variant media after one is selected,sections,main-product,1,Section-specific,no,
sections.main-product.settings.image_zoom.options__1.label,Open lightbox,sections,main-product,1,Section-specific,no,
sections.main-product.settings.image_zoom.options__2.label,Click and hover,sections,main-product,1,Section-specific,no,
sections.main-product.settings.image_zoom.options__3.label,No zoom,sections,main-product,1,Section-specific,no,
sections.main-product.settings.media_fit.label,Fit,sections,main-product,1,Section-specific,no,
sections.main-product.settings.media_fit.options__1.label,Original,sections,main-product,1,Section-specific,no,
sections.main-product.settings.media_fit.options__2.label,Fill,sections,main-product,1,Section-specific,no,
sections.main-product.settings.mobile_thumbnails.options__2.label,Show thumbnails,sections,main-product,1,Section-specific,no,
sections.main-product.settings.mobile_thumbnails.options__3.label,Hide thumbnails,sections,main-product,1,Section-specific,no,
sections.main-register.name,Registration,sections,main-register,1,Section-specific,no,
sections.main-reset-password.name,Password reset,sections,main-reset-password,1,Section-specific,no,
sections.main-search.name,Search results,sections,main-search,1,Section-specific,no,
sections.main-search.settings.columns_mobile.options__1.label,1,sections,main-search,9,Section-specific (literal),no,
sections.main-search.settings.columns_mobile.options__2.label,2,sections,main-search,9,Section-specific (literal),no,
sections.main-search.settings.header__1.content,Product card,sections,main-search,5,Shared (excluded — merchant/content/info/preset),no,
sections.main-search.settings.header__2.content,Blog card,sections,main-search,1,Section-specific,no,
