key_path,value,namespace,section,duplicate_count,classification,phase_a_remappable,proposed_new_key
nether.common.mailchimp_future_ready,Mailchimp (future-ready),nether,common,1,Section-specific,no,
nether.common.manual_products,Manual products,nether,common,1,Section-specific,no,
nether.common.masonry_layout,Masonry layout,nether,common,1,Section-specific,no,
nether.common.match_a_category_block_slug_for_navigation_filtering,Match a category block slug for navigation filtering.,nether,common,1,Section-specific,no,
nether.common.media_hover_interaction,Media hover interaction,nether,common,1,Section-specific,no,
nether.common.media_position,Media position,nether,common,2,Merge Candidate,no,
nether.common.media_type,Media type,nether,common,2,Merge Candidate,no,
nether.common.medium,Medium,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.merchant_authored_guidance_does_not_calculate_live_etas_from,Merchant-authored guidance. Does not calculate live ETAs from Shopify shipping.,nether,common,1,Section-specific,no,
nether.common.middle_center,Middle center,nether,common,2,Merge Candidate,no,
nether.common.middle_left,Middle left,nether,common,2,Merge Candidate,no,
nether.common.middle_right,Middle right,nether,common,2,Merge Candidate,no,
nether.common.minimal,Minimal,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.minimal_cta,Minimal CTA,nether,common,1,Section-specific,no,
nether.common.minimal_faq,Minimal FAQ,nether,common,1,Section-specific,no,
nether.common.minimal_layout,Minimal layout,nether,common,1,Section-specific,no,
nether.common.mix_and_match,Mix & match,nether,common,2,Merge Candidate,no,
nether.common.mobile_columns,Mobile columns,nether,common,2,Merge Candidate,no,
nether.common.mobile_image,Mobile image,nether,common,2,Merge Candidate,no,
nether.common.mobile_layout,Mobile layout,nether,common,8,Shared (excluded — merchant/content/info/preset),no,
nether.common.muted,Muted,nether,common,1,Section-specific,no,
nether.common.name_field,Name field,nether,common,1,Section-specific,no,
nether.common.name_label,Name label,nether,common,1,Section-specific,no,
nether.common.name_required,Name required,nether,common,1,Section-specific,no,
nether.common.narrow,Narrow,nether,common,2,Merge Candidate,no,
nether.common.nether_banner,Nether banner,nether,common,1,Section-specific,no,
nether.common.nether_brand_logos,Nether brand logos,nether,common,1,Section-specific,no,
nether.common.nether_card_grid,Nether card grid,nether,common,1,Section-specific,no,
nether.common.nether_collection_banner,Nether collection banner,nether,common,1,Section-specific,no,
nether.common.nether_cta,Nether CTA,nether,common,1,Section-specific,no,
nether.common.nether_early_access_waitlist,Nether early access waitlist,nether,common,1,Section-specific,no,
nether.common.nether_editorial_products,Nether editorial products,nether,common,1,Section-specific,no,
nether.common.nether_faq,Nether FAQ,nether,common,1,Section-specific,no,
nether.common.nether_glass_banner,Nether glass banner,nether,common,1,Section-specific,no,
nether.common.nether_help_center,Nether help center,nether,common,1,Section-specific,no,
nether.common.nether_luxury_cta,Nether luxury CTA,nether,common,1,Section-specific,no,
nether.common.nether_newsletter,Nether Newsletter,nether,common,1,Section-specific,no,
nether.common.nether_product_faq,Nether product FAQ,nether,common,1,Section-specific,no,
nether.common.nether_products,Nether products,nether,common,1,Section-specific,no,
nether.common.nether_promotion_cta,Nether promotion CTA,nether,common,1,Section-specific,no,
nether.common.nether_split_product,Nether split product,nether,common,1,Section-specific,no,
nether.common.nether_statistics,Nether statistics,nether,common,1,Section-specific,no,
nether.common.nether_testimonials,Nether testimonials,nether,common,1,Section-specific,no,
nether.common.nether_vip_membership,Nether VIP membership,nether,common,1,Section-specific,no,
nether.common.new,New,nether,common,2,Merge Candidate,no,
nether.common.new_arrivals,New arrivals,nether,common,2,Merge Candidate,no,
nether.common.newsletter_form,Newsletter form,nether,common,1,Section-specific,no,
nether.common.newsletter_signup,Newsletter signup,nether,common,1,Section-specific,no,
nether.common.none,None,nether,common,5,Shared (excluded — merchant/content/info/preset),no,
nether.common.numbers,Numbers,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.omnisend_future_ready,Omnisend (future-ready),nether,common,1,Section-specific,no,
nether.common.open_by_default,Open by default,nether,common,2,Merge Candidate,no,
nether.common.open_in_new_tab,Open in new tab,nether,common,1,Section-specific,no,
nether.common.optional_falls_back_to_desktop_image_when_blank,Optional. Falls back to desktop image when blank.,nether,common,2,Merge Candidate,no,
nether.common.optional_future_ajax_search_endpoint_leave_blank_for_client_,Optional future AJAX search endpoint. Leave blank for client-side filter.,nether,common,1,Section-specific,no,
nether.common.optional_used_for_collection_layout_provides_fallback_image_,Optional. Used for Collection layout — provides fallback image and link.,nether,common,1,Section-specific,no,
nether.common.organic,Organic,nether,common,2,Merge Candidate,no,
nether.common.outline,Outline,nether,common,2,Merge Candidate,no,
nether.common.overlay_opacity,Overlay opacity,nether,common,2,Merge Candidate,no,
nether.common.overrides_product_featured_image_when_set,Overrides product featured image when set.,nether,common,1,Section-specific,no,
nether.common.padlock,Padlock,nether,common,1,Section-specific,no,
nether.common.page_content,Page content,nether,common,1,Section-specific,no,
nether.common.pagination_style,Pagination style,nether,common,1,Section-specific,no,
nether.common.parallelogram,Parallelogram,nether,common,2,Shared (excluded — merchant/content/info/preset),no,
nether.common.payment_heading,Payment heading,nether,common,1,Section-specific,no,
nether.common.pill,Pill,nether,common,2,Merge Candidate,no,
nether.common.placeholder_text,Placeholder text,nether,common,1,Section-specific,no,
nether.common.plane,Plane,nether,common,2,Merge Candidate,no,
nether.common.popup_target_id,Popup target ID,nether,common,1,Section-specific,no,
nether.common.portrait,Portrait,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.poster_image,Poster image,nether,common,2,Merge Candidate,no,
nether.common.prefix,Prefix,nether,common,1,Section-specific,no,
nether.common.premium,Premium,nether,common,2,Merge Candidate,no,
nether.common.press_mention,Press mention,nether,common,1,Section-specific,no,
nether.common.press_mentions,Press mentions,nether,common,1,Section-specific,no,
nether.common.primary,Primary,nether,common,2,Merge Candidate,no,
nether.common.primary_button,Primary button,nether,common,1,Section-specific,no,
nether.common.primary_button_label,Primary button label,nether,common,2,Merge Candidate,no,
nether.common.primary_button_link,Primary button link,nether,common,2,Merge Candidate,no,
nether.common.primary_button_style,Primary button style,nether,common,2,Merge Candidate,no,
nether.common.primary_cta_button,Primary CTA button,nether,common,1,Section-specific,no,
nether.common.primary_heading_level,Primary heading level,nether,common,2,Merge Candidate,no,
nether.common.privacy_message,Privacy message,nether,common,1,Section-specific,no,
nether.common.product,Product,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.product_faq,Product FAQ,nether,common,1,Section-specific,no,
nether.common.product_highlight,Product highlight,nether,common,1,Section-specific,no,
nether.common.product_label,Product label,nether,common,1,Section-specific,no,
nether.common.product_pack,Product pack,nether,common,2,Merge Candidate,no,
nether.common.product_promotion,Product promotion,nether,common,1,Section-specific,no,
nether.common.product_promotion_cta,Product promotion CTA,nether,common,1,Section-specific,no,
nether.common.product_source,Product source,nether,common,1,Section-specific,no,
nether.common.products_to_show,Products to show,nether,common,2,Merge Candidate,no,
nether.common.promotion_aside_button_label,Promotion aside button label,nether,common,1,Section-specific,no,
nether.common.promotion_card,Promotion card,nether,common,1,Section-specific,no,
nether.common.promotional,Promotional,nether,common,1,Section-specific,no,
nether.common.promotional_card,Promotional card,nether,common,1,Section-specific,no,
nether.common.publication,Publication,nether,common,1,Section-specific,no,
nether.common.publication_logo,Publication logo,nether,common,1,Section-specific,no,
nether.common.px,px,nether,common,1,Section-specific,no,
nether.common.question,Question,nether,common,1,Section-specific,no,
nether.common.question_label,Question label,nether,common,1,Section-specific,no,
nether.common.question_mark,Question mark,nether,common,2,Merge Candidate,no,
nether.common.quick_add,Quick add,nether,common,2,Merge Candidate,no,
nether.common.quote,Quote,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.rating,Rating,nether,common,1,Section-specific,no,
nether.common.recently_added,Recently added,nether,common,1,Section-specific,no,
nether.common.related_question,Related question,nether,common,1,Section-specific,no,
nether.common.render_outside_form,Render outside form,nether,common,1,Section-specific,no,
nether.common.return,Return,nether,common,2,Merge Candidate,no,
nether.common.rich_text,Rich text,nether,common,5,Shared (excluded — merchant/content/info/preset),no,
nether.common.right,Right,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
nether.common.role_position,Role / position,nether,common,1,Section-specific,no,
nether.common.round,Round,nether,common,2,Shared (excluded — merchant/content/info/preset),no,
nether.common.row,Row,nether,common,4,Shared (excluded — merchant/content/info/preset),no,
nether.common.ruler,Ruler,nether,common,2,Merge Candidate,no,
nether.common.sale,Sale,nether,common,1,Section-specific,no,
nether.common.scale,Scale,nether,common,4,Shared (excluded — merchant/content/info/preset),no,
nether.common.search_endpoint_url,Search endpoint URL,nether,common,1,Section-specific,no,
nether.common.search_placeholder,Search placeholder,nether,common,2,Merge Candidate,no,
nether.common.second_button_label,Second button label,nether,common,2,Merge Candidate,no,
nether.common.second_button_link,Second button link,nether,common,2,Merge Candidate,no,
nether.common.second_button_style,Second button style,nether,common,2,Merge Candidate,no,
nether.common.secondary,Secondary,nether,common,2,Merge Candidate,no,
nether.common.secondary_button,Secondary button,nether,common,1,Section-specific,no,
nether.common.secondary_button_label,Secondary button label,nether,common,2,Merge Candidate,no,
nether.common.secondary_button_link,Secondary button link,nether,common,2,Merge Candidate,no,
nether.common.secondary_button_style,Secondary button style,nether,common,2,Merge Candidate,no,
nether.common.secondary_cta_button,Secondary CTA button,nether,common,1,Section-specific,no,
nether.common.secure_checkout_text,Secure checkout text,nether,common,1,Section-specific,no,
nether.common.shadow,Shadow,nether,common,4,Shared (excluded — merchant/content/info/preset),no,
nether.common.shipping,Shipping,nether,common,1,Section-specific,no,
nether.common.shopify_customers,Shopify customers,nether,common,1,Section-specific,no,
nether.common.shopify_hosted_video,Shopify-hosted video,nether,common,3,Shared (excluded — merchant/content/info/preset),no,
